altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presmax,horapresmax,presmin,horapresmin,horaso2max_estacion29,horaso2max_estacion38,so2max_estacion38,target
254,21.0,11.0,14.9,38,27.1,25,33.0,2.8,10.8,36,8.8,987.7,11,983.2,18,13.066168623265742,13.342948717948715,609.4893162393163,425.62113127001066
254,19.1,0.0,12.5,38,25.7,24,99.0,1.9,12.8,92,10.3,986.2,16,981.1,13,13.066168623265742,13.342948717948715,609.4893162393163,425.62113127001066
254,21.5,0.0,15.6,37,27.4,53,28.0,1.7,14.2,66,8.1,982.7,4,978.5,5,13.066168623265742,13.342948717948715,609.4893162393163,425.62113127001066
254,20.1,0.0,13.0,34,27.2,55,31.0,2.5,8.3,8,12.7,985.8,7,981.9,3,13.066168623265742,13.342948717948715,609.4893162393163,425.62113127001066
254,21.4,2.4,14.2,38,28.5,22,30.0,1.9,14.4,143,8.0,987.3,14,983.8,12,13.066168623265742,13.342948717948715,609.4893162393163,425.62113127001066
254,23.0,1.0,16.4,64,29.6,65,14.0,3.1,9.7,33,10.1,986.6,14,981.5,18,13.066168623265742,13.342948717948715,609.4893162393163,425.62113127001066
254,22.1,0.0,15.8,66,28.4,23,14.0,3.9,11.9,95,9.1,985.2,12,979.6,18,13.066168623265742,13.342948717948715,609.4893162393163,425.62113127001066
254,20.8,39.2,16.0,52,25.6,10,30.0,2.2,20.8,90,3.6,983.8,3,980.4,12,13.066168623265742,13.342948717948715,609.4893162393163,425.62113127001066
254,21.4,16.0,15.0,37,27.9,23,34.0,1.4,16.1,96,8.6,983.7,15,980.0,12,13.066168623265742,13.342948717948715,609.4893162393163,425.62113127001066
254,18.8,1.2,15.0,38,22.6,53,31.0,2.2,10.0,6,3.6,984.7,4,981.4,5,13.066168623265742,13.342948717948715,609.4893162393163,425.62113127001066
254,20.2,0.6,15.4,37,25.1,66,22.0,1.4,8.6,17,4.1,984.5,16,980.4,19,13.066168623265742,13.342948717948715,609.4893162393163,425.62113127001066
254,19.4,0.6,15.5,25,23.2,30,9.0,1.7,6.9,83,2.9,984.7,14,981.9,3,13.066168623265742,13.342948717948715,609.4893162393163,425.62113127001066
254,20.6,0.8,14.1,38,27.0,56,23.0,2.2,7.5,89,9.8,987.8,3,984.7,10,13.066168623265742,13.342948717948715,609.4893162393163,425.62113127001066
254,21.3,0.4,15.2,38,27.4,29,24.0,1.4,8.9,122,7.0,989.0,9,985.3,18,11.0,22.0,558.0,267.0
254,22.6,2.0,16.3,32,28.8,32,16.0,2.8,13.9,33,10.5,988.0,14,983.2,19,23.0,22.0,419.0,281.0
254,21.3,0.0,15.6,38,27.0,12,13.0,1.4,8.1,104,5.6,985.5,16,981.6,19,9.0,7.0,833.0,531.0
254,21.8,0.0,16.2,37,27.3,21,29.0,2.8,10.0,83,10.6,982.2,16,978.8,18,1.0,4.0,485.0,261.0
254,20.2,0.0,16.2,64,24.3,32,34.0,3.6,11.7,96,7.7,981.9,11,979.0,18,8.0,13.0,363.0,243.0
254,18.4,11.0,14.1,64,22.8,34,32.0,3.3,10.3,94,5.7,985.7,4,981.5,1,22.0,9.0,321.0,288.0
254,21.3,0.0,15.2,63,27.4,68,28.0,3.1,10.3,95,10.2,986.4,11,983.3,15,0.0,21.0,1153.0,267.0
254,22.4,0.0,17.1,38,27.7,68,14.0,2.2,9.7,24,2.8,984.0,16,980.5,6,10.0,9.0,988.0,493.0
254,21.4,7.6,16.5,35,26.4,10,15.0,2.2,9.2,18,6.9,984.5,4,980.3,18,10.0,9.0,49.0,325.0
254,19.4,0.4,16.5,76,22.2,60,13.0,1.4,5.8,112,2.9,983.9,16,979.4,18,15.0,15.0,1358.0,1104.0
254,19.5,0.0,13.7,63,25.3,26,31.0,3.3,11.7,92,9.9,983.3,4,980.4,1,0.0,0.0,365.0,352.0
254,19.7,0.0,15.1,38,24.3,40,35.0,4.7,16.9,17,4.4,987.0,4,982.4,7,9.0,9.0,357.0,28.0
254,18.8,0.0,15.3,25,22.3,22,32.0,8.9,21.9,72,13.1,987.5,4,985.4,18,6.0,13.0,326.0,219.0
254,19.2,0.0,14.3,34,24.1,21,33.0,7.2,17.5,49,13.3,987.3,16,984.7,18,9.0,8.0,33.0,229.0
254,21.7,0.0,15.2,70,28.2,54,32.0,6.4,19.2,13,12.2,986.6,7,983.2,15,8.0,13.0,379.0,241.0
254,22.0,0.0,16.5,25,27.4,68,31.0,5.6,15.0,93,13.2,988.7,7,985.0,13,10.0,22.0,331.0,221.0
254,20.8,0.0,14.8,24,26.7,55,33.0,7.2,17.8,56,13.2,992.3,7,988.7,10,1.0,19.0,358.0,212.0
254,21.8,0.0,16.5,51,27.1,26,30.0,7.2,17.2,30,13.2,992.5,9,989.8,18,9.0,9.0,373.0,27.0
254,25.0,0.0,17.1,38,32.8,4,33.0,2.8,12.2,25,13.3,992.7,9,986.9,6,22.0,17.0,741.0,29.0
254,26.2,0.0,17.6,63,34.9,54,12.0,2.5,8.3,140,13.3,989.2,9,985.3,19,5.0,8.0,671.0,538.0
254,27.0,0.0,18.0,34,36.0,25,31.0,1.4,13.6,42,13.3,988.7,14,984.7,15,13.066168623265742,4.0,1115.0,425.62113127001066
254,26.4,0.0,20.6,38,32.1,66,31.0,6.4,16.4,26,13.1,988.5,9,984.9,19,18.0,1.0,374.0,262.0
254,25.6,0.0,18.1,70,33.0,55,32.0,3.1,13.6,44,13.3,989.0,14,984.4,18,13.066168623265742,12.0,468.0,425.62113127001066
254,25.6,0.0,17.5,70,33.7,17,31.0,2.5,8.3,85,13.3,988.4,11,983.3,15,13.066168623265742,13.0,1375.0,425.62113127001066
254,27.2,0.0,19.3,63,35.1,16,31.0,1.9,8.6,85,13.2,986.4,14,982.8,19,22.0,15.0,484.0,239.0
254,27.6,0.0,19.4,34,35.8,33,99.0,1.4,7.8,71,9.3,987.5,11,983.0,19,21.0,17.0,1009.0,291.0
254,27.5,0.0,21.0,40,34.0,12,34.0,1.9,10.3,30,7.5,987.0,14,982.3,13,11.0,15.0,986.0,216.0
254,24.6,0.2,19.4,63,29.7,18,32.0,4.4,11.9,1,7.3,984.3,16,978.6,19,17.0,11.0,348.0,239.0
254,25.6,0.2,18.5,70,32.8,69,11.0,1.7,10.3,21,7.2,982.1,5,977.2,12,14.0,16.0,494.0,315.0
254,26.4,0.0,18.4,34,34.3,71,14.0,4.7,16.1,36,12.5,980.8,14,975.2,15,16.0,10.0,563.0,347.0
254,27.0,14.8,20.3,40,33.8,29,21.0,1.4,10.8,102,8.3,980.2,7,977.2,12,14.0,14.0,762.0,52.0
254,26.4,0.0,19.5,38,33.4,33,30.0,2.2,8.6,5,13.2,984.7,4,980.1,10,23.0,4.0,418.0,212.0
254,28.5,0.0,21.4,64,35.6,31,14.0,3.1,8.9,96,12.7,986.5,11,981.7,15,17.0,14.0,656.0,375.0
254,28.6,0.0,20.7,41,36.5,69,34.0,4.7,15.6,111,12.6,987.3,7,979.3,13,1.0,0.0,623.0,523.0
254,23.8,0.0,18.8,38,28.9,69,32.0,5.6,14.7,3,13.2,991.7,7,987.2,10,22.0,7.0,365.0,202.0
254,24.8,0.0,17.9,51,31.7,32,99.0,3.1,10.8,19,12.3,991.8,11,987.1,19,15.0,21.0,35.0,205.0
254,27.2,0.0,19.5,70,35.0,68,30.0,2.2,12.5,122,9.6,990.3,9,984.6,18,15.0,15.0,112.0,891.0
254,27.5,8.0,20.5,40,34.5,66,29.0,2.8,16.1,137,10.9,990.1,11,985.8,18,16.0,16.0,868.0,364.0
254,26.1,0.0,19.4,63,32.8,69,32.0,4.2,14.2,17,12.2,989.6,2,985.6,13,14.0,15.0,386.0,215.0
254,26.6,0.0,20.6,63,32.5,53,99.0,4.7,11.7,71,12.7,988.0,9,983.9,18,11.0,11.0,36.0,216.0
254,25.5,20.4,18.3,2,32.7,56,32.0,3.1,27.8,143,9.0,985.7,16,980.8,18,10.0,9.0,385.0,233.0
254,26.0,0.0,19.6,38,32.3,31,31.0,2.5,7.8,57,8.9,986.3,7,982.8,18,16.0,17.0,743.0,274.0
254,27.3,0.0,20.3,24,34.3,57,13.0,3.3,12.8,102,10.4,987.6,11,982.8,18,19.0,16.0,448.0,331.0
254,28.6,0.0,21.0,38,36.2,25,12.0,1.7,8.1,89,12.2,986.9,11,982.0,15,21.0,15.0,474.0,349.0
254,28.5,0.0,20.9,63,36.1,4,1.0,2.2,18.6,78,11.2,985.4,9,979.9,6,21.0,21.0,444.0,269.0
254,24.4,0.0,20.0,25,28.8,22,30.0,7.8,18.9,121,12.5,989.8,4,982.5,1,1.0,5.0,335.0,207.0
254,25.7,0.0,17.8,34,33.6,65,99.0,2.2,10.0,59,12.7,989.7,16,983.8,15,19.0,17.0,722.0,429.0
254,29.0,0.0,21.5,25,36.4,21,35.0,2.2,14.7,120,9.9,985.5,14,980.5,5,2.0,2.0,2079.0,1041.0
254,27.2,0.0,18.3,40,36.2,69,31.0,1.9,13.9,101,11.2,985.9,9,980.4,15,18.0,22.0,529.0,412.0
254,24.9,0.0,18.8,25,31.0,22,32.0,6.4,18.6,21,10.0,985.9,4,981.2,12,17.0,16.0,35.0,215.0
254,22.6,0.0,17.4,38,27.7,22,32.0,4.7,14.7,25,7.5,986.4,4,983.5,15,14.0,22.0,36.0,216.0
254,24.5,0.0,18.5,26,30.5,25,30.0,3.9,10.0,9,11.2,987.0,7,983.1,18,1.0,5.0,352.0,232.0
254,28.0,0.0,19.5,34,36.4,64,28.0,1.7,7.5,85,12.5,987.4,9,981.0,19,18.0,18.0,801.0,666.0
254,29.8,0.0,22.5,64,37.1,32,31.0,2.5,9.4,102,12.5,984.5,4,979.6,15,15.0,14.0,1472.0,479.0
254,29.0,0.0,21.3,40,36.7,33,14.0,3.3,9.2,122,12.1,986.1,11,980.4,19,16.0,21.0,609.0,31.0
254,30.3,0.0,21.7,38,38.9,68,33.0,2.2,11.7,93,11.4,983.4,11,978.5,15,20.0,10.0,581.0,414.0
254,29.4,0.0,21.7,38,37.1,32,30.0,2.5,10.3,41,11.5,983.1,9,977.8,18,16.0,15.0,742.0,412.0
254,28.4,0.0,22.2,40,34.7,25,30.0,4.2,12.5,10,12.4,983.4,14,980.7,10,0.0,0.0,548.0,403.0
254,28.4,0.0,20.0,40,36.7,57,99.0,1.9,8.3,71,12.2,984.4,7,980.7,18,14.0,21.0,824.0,38.0
254,29.6,0.0,21.7,68,37.4,69,31.0,2.5,11.7,129,12.3,986.2,14,981.7,19,23.0,22.0,1232.0,1195.0
254,30.3,0.0,23.2,68,37.4,33,30.0,3.1,14.2,122,12.3,986.7,11,983.1,18,0.0,0.0,631.0,759.0
254,29.6,0.0,21.5,64,37.6,60,30.0,2.5,11.4,26,12.2,988.5,19,984.0,19,22.0,23.0,511.0,277.0
254,30.6,0.0,21.9,63,39.4,68,31.0,2.2,11.4,44,12.2,989.0,14,984.5,15,18.0,0.0,377.0,345.0
254,31.4,0.0,23.8,40,38.9,33,31.0,3.9,13.1,22,12.2,987.8,14,983.9,19,1.0,7.0,27.0,262.0
254,30.4,0.0,23.6,38,37.2,31,32.0,4.4,13.9,84,12.0,988.9,15,985.5,18,20.0,4.0,271.0,241.0
254,30.1,0.0,22.7,63,37.5,25,30.0,3.3,9.7,9,11.9,988.0,9,982.9,15,20.0,9.0,275.0,253.0
254,31.2,0.0,23.1,40,39.2,57,31.0,1.7,7.5,105,11.8,986.1,9,980.3,19,19.0,22.0,325.0,289.0
254,29.8,1.6,21.6,25,38.0,24,14.0,4.4,20.8,87,7.8,984.7,6,977.1,12,19.0,9.0,29.0,407.0
254,28.4,1.6,20.7,40,36.0,71,16.0,5.0,21.1,29,9.9,984.7,11,978.0,13,16.0,12.0,305.0,285.0
254,23.3,0.0,18.6,25,28.0,61,32.0,7.2,15.8,113,12.1,991.9,7,980.5,3,7.0,20.0,243.0,25.0
254,24.0,0.0,17.5,39,30.6,68,31.0,2.8,14.7,44,11.0,994.3,14,989.9,19,18.0,19.0,315.0,322.0
254,27.3,0.0,19.7,40,34.9,57,16.0,2.5,8.9,111,11.8,992.9,16,986.2,6,23.0,2.0,31.0,286.0
254,26.4,7.4,17.5,3,35.4,34,28.0,3.3,30.3,46,6.7,987.3,16,981.5,13,0.0,1.0,262.0,271.0
254,25.8,0.0,19.0,38,32.5,31,30.0,4.2,13.1,127,11.9,987.4,7,981.4,18,8.0,12.0,317.0,257.0
254,23.0,0.0,18.7,64,27.3,56,31.0,6.9,16.4,72,12.1,989.6,7,986.9,18,16.0,8.0,323.0,246.0
254,25.2,0.0,17.4,70,33.1,16,31.0,1.9,10.8,85,12.1,989.7,11,984.0,19,18.0,18.0,549.0,433.0
254,26.7,15.2,19.7,16,33.7,40,33.0,3.1,13.3,108,6.2,988.1,7,981.7,15,0.0,0.0,376.0,368.0
254,22.5,0.0,17.1,25,27.9,71,31.0,7.2,18.6,115,11.3,991.5,4,986.4,12,19.0,19.0,286.0,247.0
254,22.2,0.0,14.9,39,29.4,25,31.0,3.3,14.7,105,12.0,991.9,11,988.1,18,21.0,15.0,297.0,262.0
254,24.8,0.0,17.3,64,32.2,69,31.0,2.8,10.8,133,11.9,992.6,15,988.1,6,22.0,1.0,3.0,266.0
254,25.8,0.0,19.0,63,32.5,17,31.0,3.1,10.8,7,11.9,990.9,9,985.2,19,7.0,1.0,276.0,272.0
254,27.4,0.0,19.8,70,35.1,68,29.0,1.9,8.6,105,11.9,988.6,11,982.9,19,22.0,22.0,376.0,346.0
254,27.9,0.0,19.4,70,36.4,68,36.0,1.1,6.4,61,10.9,987.0,14,983.3,18,21.0,0.0,369.0,431.0
254,27.0,0.0,21.2,30,32.9,22,29.0,3.6,13.9,97,11.4,988.6,4,984.4,12,2.0,5.0,35.0,284.0
254,24.1,0.0,18.8,25,29.4,56,30.0,6.9,16.1,54,11.2,989.3,15,986.0,13,11.0,21.0,276.0,26.0
254,22.0,0.0,17.1,68,26.8,55,33.0,5.0,14.4,76,11.2,987.9,16,984.0,18,13.0,12.0,298.0,257.0
254,23.8,0.0,16.1,66,31.6,33,30.0,1.9,10.6,14,11.4,987.6,15,982.6,18,19.0,20.0,424.0,33.0
254,26.8,0.0,18.5,66,35.1,33,14.0,1.1,5.8,145,11.1,986.9,14,983.5,18,23.0,23.0,566.0,542.0
254,28.2,13.0,21.6,15,34.9,66,18.0,2.5,13.9,36,5.2,986.6,2,981.4,13,0.0,0.0,344.0,339.0
254,25.4,0.0,19.3,63,31.5,22,32.0,3.6,13.6,40,10.7,990.1,14,984.8,9,17.0,17.0,313.0,241.0
254,24.7,0.0,18.3,64,31.1,55,30.0,2.8,12.5,14,11.1,990.8,15,986.6,19,21.0,18.0,332.0,249.0
254,24.2,0.0,18.4,68,29.9,67,99.0,4.7,13.6,71,11.3,989.8,19,986.4,18,4.0,5.0,302.0,245.0
254,25.2,0.0,18.4,66,32.1,68,99.0,3.1,10.0,71,11.4,990.2,15,985.3,19,23.0,13.0,323.0,249.0
254,26.3,0.0,18.5,64,34.1,54,32.0,1.7,8.6,25,10.9,987.7,14,982.1,15,21.0,18.0,404.0,321.0
254,25.7,0.2,19.1,34,32.3,66,20.0,1.7,7.8,61,6.7,984.7,15,979.1,15,19.0,4.0,552.0,29.0
254,25.4,0.2,18.7,40,32.0,66,33.0,2.5,11.1,78,9.2,983.8,14,980.0,19,21.0,18.0,956.0,64.0
254,24.7,2.2,18.6,10,30.8,61,31.0,3.3,13.3,142,8.4,985.3,11,980.4,19,0.0,17.0,501.0,308.0
254,22.6,0.0,17.9,68,27.2,53,31.0,4.2,11.4,22,10.9,986.5,14,982.9,12,2.0,0.0,304.0,254.0
254,22.6,0.0,16.7,64,28.5,25,34.0,2.5,10.8,45,10.7,987.8,19,984.5,18,8.0,17.0,261.0,25.0
254,24.0,0.0,17.2,64,30.9,55,15.0,2.5,8.6,22,8.0,988.8,7,985.2,18,15.0,13.342948717948715,609.4893162393163,398.0
254,25.0,0.0,19.6,64,30.4,69,34.0,1.7,9.2,56,7.8,991.6,4,987.1,13,0.0,13.342948717948715,609.4893162393163,288.0
254,24.2,0.0,18.7,64,29.8,55,34.0,2.2,10.0,25,9.4,994.1,14,991.0,9,0.0,13.342948717948715,609.4893162393163,256.0
254,23.6,3.0,19.2,74,28.1,33,29.0,1.1,5.6,65,3.0,995.1,15,991.3,6,20.0,13.342948717948715,609.4893162393163,293.0
254,23.6,0.2,19.0,28,28.1,25,31.0,1.7,6.9,117,6.8,993.1,15,989.1,19,9.0,22.0,263.0,31.0
254,23.6,0.0,19.0,41,28.3,69,30.0,3.9,12.2,71,11.1,990.9,15,987.4,15,17.0,1.0,295.0,25.0
254,23.9,0.0,17.6,41,30.2,31,31.0,2.8,11.1,105,10.9,990.2,19,986.7,18,10.0,0.0,292.0,252.0
254,23.3,0.0,17.6,64,29.0,68,30.0,2.5,9.2,44,8.6,991.7,11,988.5,13,16.0,19.0,447.0,406.0
254,24.0,0.0,15.2,60,32.7,55,12.0,1.4,6.4,126,10.6,991.0,9,987.5,13,5.0,18.0,593.0,862.0
254,25.2,0.0,18.5,63,32.0,69,99.0,3.1,9.7,22,7.7,989.7,14,984.1,13,0.0,8.0,326.0,381.0
254,24.9,0.0,18.2,44,31.6,55,14.0,1.1,7.2,84,8.9,988.6,14,984.5,12,8.0,21.0,337.0,399.0
254,25.5,0.0,18.4,64,32.6,69,99.0,1.1,4.4,71,10.8,991.3,14,988.1,13,10.0,21.0,474.0,611.0
254,25.9,0.0,18.0,39,33.8,71,14.0,2.2,7.5,6,10.7,990.6,9,985.4,19,8.0,22.0,45.0,41.0
254,25.1,0.0,18.6,66,31.6,53,30.0,2.5,11.1,42,10.4,992.3,7,986.0,9,7.0,18.0,459.0,493.0
254,25.2,0.0,18.8,60,31.6,56,30.0,2.2,8.9,105,10.8,993.5,15,990.5,18,2.0,5.0,345.0,295.0
254,26.8,0.0,19.3,66,34.4,69,31.0,2.2,13.9,101,10.7,993.7,4,989.1,13,11.0,3.0,318.0,273.0
254,19.8,0.0,14.6,25,25.0,24,31.0,8.1,20.3,92,10.7,995.4,19,991.5,13,8.0,0.0,281.0,248.0
254,18.2,0.0,11.7,39,24.8,69,31.0,2.2,15.0,105,10.7,996.9,15,993.6,13,23.0,22.0,175.0,277.0
254,21.8,0.0,16.0,65,27.6,71,13.0,3.6,11.1,104,7.4,999.9,7,996.6,10,0.0,0.0,527.0,654.0
254,22.4,0.0,15.6,74,29.1,22,13.0,1.4,8.9,105,10.5,999.8,16,992.8,17,20.0,20.0,452.0,446.0
254,22.0,0.0,14.8,64,29.3,53,99.0,1.1,7.8,71,10.1,992.8,16,986.4,19,8.0,9.0,88.0,431.0
254,23.2,0.0,17.2,81,29.1,40,32.0,2.8,11.7,21,10.3,987.5,15,983.6,13,0.0,0.0,349.0,287.0
254,21.0,0.0,14.7,74,27.2,69,32.0,2.8,14.7,54,10.4,989.7,4,985.9,13,9.0,18.0,332.0,28.0
254,16.8,0.0,12.6,25,21.0,21,33.0,8.1,22.2,32,10.4,992.9,4,989.0,0,7.0,0.0,306.0,268.0
254,17.4,0.0,12.0,37,22.8,55,32.0,6.7,18.3,59,9.0,994.1,19,990.5,13,19.0,12.0,338.0,248.0
254,20.1,0.0,13.0,63,27.2,57,30.0,3.1,12.5,114,10.3,994.4,15,988.8,19,19.0,20.0,398.0,305.0
254,20.0,0.0,12.8,74,27.3,56,29.0,1.1,9.7,107,10.3,991.5,14,987.4,18,21.0,23.0,531.0,479.0
254,20.3,0.0,13.5,38,27.1,69,12.0,1.9,7.5,3,8.6,989.1,15,984.2,18,10.0,9.0,507.0,36.0
254,21.0,0.0,15.2,34,26.9,71,30.0,1.9,17.5,144,7.4,986.5,14,980.0,6,3.0,10.0,1516.0,928.0
254,15.3,0.2,12.4,32,18.2,26,32.0,5.8,17.5,53,6.3,989.2,6,986.3,10,13.066168623265742,0.0,318.0,425.62113127001066
254,17.0,0.0,11.5,81,22.6,53,31.0,1.9,11.1,59,9.6,988.0,15,985.1,18,21.0,21.0,465.0,345.0
254,16.6,0.6,11.2,74,22.1,61,13.0,1.4,8.9,115,5.3,986.4,20,981.2,17,16.0,16.0,405.0,345.0
254,19.4,0.0,14.2,76,24.5,54,14.0,2.5,8.6,138,3.5,981.4,16,976.9,12,17.0,19.0,358.0,381.0
254,19.3,0.0,12.5,64,26.1,66,16.0,3.3,8.6,9,5.1,987.2,7,980.0,1,20.0,22.0,385.0,311.0
254,22.3,0.0,15.8,66,28.8,59,13.0,1.1,9.4,8,6.0,991.3,15,987.2,10,20.0,20.0,555.0,405.0
254,21.8,0.0,16.1,48,27.6,61,12.0,3.3,10.6,140,6.2,990.1,20,981.2,17,7.0,7.0,477.0,414.0
254,18.0,10.4,13.6,25,22.3,8,28.0,3.3,17.8,21,0.6,981.2,16,974.3,11,15.0,4.0,335.0,256.0
254,17.4,0.0,12.5,37,22.3,22,32.0,2.8,14.2,31,9.1,981.8,7,976.1,0,21.0,21.0,412.0,336.0
254,16.5,0.0,9.9,81,23.1,55,31.0,0.8,5.6,32,9.6,987.7,3,981.8,10,8.0,5.0,398.0,305.0
254,18.0,0.0,11.8,68,24.1,55,99.0,1.1,5.3,71,8.8,987.7,11,982.2,18,20.0,21.0,499.0,416.0
254,16.6,7.8,11.2,68,22.1,59,32.0,1.1,8.6,70,4.5,983.5,16,980.8,12,1.0,1.0,442.0,449.0
254,17.4,12.4,15.1,72,19.8,69,14.0,1.9,7.5,127,0.1,989.6,7,983.2,0,9.0,19.0,363.0,25.0
254,19.3,0.0,14.8,28,23.8,40,32.0,1.1,4.7,23,7.5,993.2,14,989.4,10,22.0,22.0,325.0,253.0
254,18.8,0.0,12.7,69,24.9,56,30.0,1.1,9.2,145,9.2,993.7,14,988.9,15,20.0,7.0,331.0,407.0
254,17.6,0.0,12.6,25,22.5,53,32.0,5.8,15.3,38,9.2,995.6,7,989.1,1,0.0,18.0,34.0,281.0
254,16.2,0.0,10.3,64,22.0,56,30.0,2.5,12.2,117,9.1,997.3,19,994.6,12,13.0,20.0,383.0,265.0
254,17.0,0.0,11.1,63,23.0,71,31.0,4.2,11.9,75,8.9,996.3,16,990.1,17,9.0,21.0,362.0,265.0
254,17.6,0.0,11.7,16,23.6,56,29.0,2.5,10.8,65,8.8,990.2,16,985.5,13,21.0,22.0,565.0,561.0
254,15.1,1.0,8.9,81,21.3,40,99.0,0.8,11.1,50,5.0,986.0,16,980.1,17,1.0,4.0,563.0,387.0
254,10.9,0.0,6.8,25,15.0,67,30.0,7.5,19.2,20,1.1,980.2,16,970.0,17,1.0,0.0,559.0,26.0
254,7.2,0.0,4.6,16,9.9,54,36.0,6.4,16.9,116,3.8,973.3,3,969.3,1,18.0,20.0,562.0,313.0
254,6.6,0.0,3.5,78,9.7,14,30.0,5.3,20.0,8,3.6,972.5,16,967.8,4,20.0,13.0,565.0,359.0
254,7.4,14.2,2.4,79,12.5,55,14.0,2.8,10.3,3,0.2,974.9,18,972.1,15,14.0,16.0,564.0,563.0
254,9.4,17.6,8.1,19,10.7,12,31.0,1.7,7.2,58,0.0,977.5,7,970.6,2,20.0,3.0,561.0,266.0
254,11.8,3.8,7.7,28,15.8,40,32.0,1.4,7.8,116,5.6,988.2,6,977.5,10,15.0,2.0,561.0,25.0
254,12.8,0.0,9.3,41,16.2,66,30.0,3.3,15.0,53,4.0,993.0,3,987.3,3,9.0,21.0,565.0,507.0
254,11.2,0.0,7.1,25,15.3,40,31.0,3.3,15.8,65,8.5,992.3,16,987.8,17,15.0,4.0,562.0,373.0
254,9.6,0.0,2.8,28,16.3,22,15.0,1.9,7.5,46,8.5,987.8,16,976.3,17,13.0,16.0,565.0,81.0
254,16.942167990919412,0.9723706651506548,11.183711691259942,25,22.69869466515323,56,29.843572241183164,2.8,12.327588168373143,71,7.860716348931254,989.7056250000014,16,984.4742045454552,18,18.0,11.0,559.0,422.0
254,12.3,0.0,8.5,78,16.1,56,23.0,4.7,14.7,75,6.4,982.3,3,974.8,9,21.0,6.0,565.0,575.0
254,12.5,0.0,7.8,25,17.2,56,13.0,3.1,8.3,125,2.8,988.7,7,980.8,15,12.0,4.0,565.0,518.0
254,11.0,1.0,6.5,78,15.4,22,14.0,1.9,11.7,124,1.7,989.1,15,982.0,22,7.0,2.0,562.0,695.0
254,12.4,0.0,9.1,74,15.8,40,33.0,4.4,16.4,51,6.4,986.1,14,982.1,9,10.0,13.0,561.0,32.0
254,14.3,0.2,9.9,81,18.7,54,27.0,1.7,7.5,83,2.7,984.9,16,980.5,15,20.0,9.0,561.0,667.0
254,18.0,0.0,12.3,74,23.8,24,99.0,1.7,8.6,71,5.8,984.8,19,981.1,13,8.0,4.0,562.0,53.0
254,16.9,0.0,12.8,41,21.0,22,16.0,2.5,9.2,70,5.2,990.8,7,982.5,10,15.0,10.0,566.0,35.0
254,14.8,0.0,11.3,33,18.2,53,31.0,1.4,5.6,27,1.5,996.2,6,990.8,10,21.0,18.0,565.0,475.0
254,13.8,0.0,10.0,74,17.5,54,13.0,1.1,7.8,83,0.0,995.9,16,990.6,17,12.0,13.0,564.0,701.0
254,14.7,0.0,12.9,78,16.5,30,14.0,1.4,6.1,116,0.3,991.3,14,989.1,15,13.0,4.0,571.0,462.0
254,14.6,0.0,11.2,86,17.9,22,17.0,1.1,6.4,72,2.6,991.5,19,989.0,15,3.0,6.0,563.0,768.0
254,13.2,0.0,10.9,74,15.6,56,99.0,1.4,5.8,71,1.5,989.2,16,981.8,17,9.0,12.0,56.0,501.0
254,11.0,3.0,9.8,18,12.1,6,14.0,2.5,13.3,23,0.0,981.8,16,977.6,17,19.0,16.0,56.0,342.0
254,12.3,0.0,9.8,12,14.8,71,21.0,1.9,6.4,89,2.3,977.6,16,969.9,18,15.0,5.0,57.0,316.0
254,10.0,3.4,7.9,4,12.0,12,32.0,1.7,7.2,112,0.7,975.0,7,968.9,12,18.0,14.0,563.0,401.0
254,11.2,0.0,6.4,84,15.9,69,14.0,1.9,5.0,141,3.4,985.0,7,975.0,10,14.0,19.0,863.0,573.0
254,10.1,0.4,5.4,34,14.8,24,13.0,1.9,6.4,100,4.2,987.5,15,984.6,17,8.0,7.0,1423.0,785.0
254,10.2,0.2,6.2,80,14.3,22,29.0,2.2,6.1,100,2.2,985.9,7,982.5,12,2.0,19.0,834.0,631.0
254,9.6,1.2,3.4,83,15.9,66,20.0,1.7,5.8,140,7.4,986.6,19,981.9,17,9.0,3.0,157.0,1212.0
254,9.3,6.2,5.6,17,13.0,59,33.0,1.9,9.2,138,4.3,981.9,16,976.8,20,11.0,21.0,766.0,426.0
254,9.6,0.8,6.7,67,12.6,22,32.0,6.1,21.9,8,7.0,990.5,7,973.7,0,15.0,17.0,442.0,33.0
254,9.6,0.0,5.0,25,14.3,40,99.0,2.8,11.1,48,7.2,991.8,3,990.4,10,20.0,21.0,871.0,476.0
254,9.2,0.0,3.0,74,15.4,56,15.0,1.1,6.4,128,8.0,992.9,19,990.2,13,19.0,19.0,1177.0,734.0
254,7.7,1.2,1.5,74,13.9,61,14.0,2.2,8.1,113,6.1,991.4,19,986.5,20,3.0,5.0,226.0,1507.0
254,10.8,0.0,7.5,24,14.1,40,31.0,4.4,14.7,8,7.1,993.3,14,985.7,1,12.0,14.0,587.0,519.0
254,9.6,0.0,5.6,27,13.7,22,22.0,1.4,6.7,125,3.9,993.3,16,989.9,13,9.0,21.0,786.0,444.0
254,10.8,0.0,5.3,74,16.2,53,33.0,1.4,5.0,18,7.1,991.6,19,988.9,12,17.0,12.0,938.0,473.0
254,10.6,0.0,5.6,60,15.7,24,28.0,2.5,8.9,46,5.9,993.4,14,990.8,15,23.0,13.0,702.0,464.0
