fecha,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presmax,horapresmax,presmin,horapresmin,horaso2max_estacion29,horaso2max_estacion38,so2max_estacion38,target
1253,254,11.4,0.4,6.0,46,16.9,40,31.0,2.8,11.1,26,5.8,988.9,16,985.4,5,11,13,609.4893162393163,425.62113127001066
1252,254,6.4,0.0,2.7,33,10.0,56,32.0,6.9,17.5,104,6.2,990.7,7,986.7,12,11,13,609.4893162393163,425.62113127001066
1251,254,4.1,0.0,-0.3,74,8.5,55,26.0,3.3,13.9,100,0.4,990.7,16,984.0,13,11,13,609.4893162393163,425.62113127001066
1250,254,8.8,1.2,2.6,39,15.1,29,29.0,3.3,16.9,99,2.4,988.4,7,984.7,0,11,13,609.4893162393163,425.62113127001066
1249,254,12.4,0.0,4.2,69,20.5,40,27.0,1.7,7.5,67,8.3,993.3,14,988.4,10,11,13,609.4893162393163,425.62113127001066
1594,254,13.2,0.2,8.7,62,17.6,55,14.0,1.4,6.7,37,3.8,993.8,19,989.6,13,12,5,989.0,613.0
1437,254,10.0,0.0,7.2,25,12.7,22,33.0,6.9,18.3,102,2.2,993.9,4,989.5,1,3,17,1164.0,433.0
1278,254,9.5,0.0,5.8,74,13.2,56,32.0,6.7,15.3,83,7.5,993.8,16,989.0,17,11,13,609.4893162393163,425.62113127001066
1279,254,11.7,0.0,8.6,11,14.8,24,31.0,7.8,16.9,37,3.7,989.0,16,984.9,15,11,13,609.4893162393163,425.62113127001066
1280,254,11.2,0.0,8.5,33,13.9,26,31.0,10.0,22.2,38,4.1,985.5,19,980.9,17,11,13,609.4893162393163,425.62113127001066
40,254,7.7,0.0,4.3,41,11.1,7,31.0,8.6,24.7,105,9.0,981.8,5,977.9,13,17,11,473.0,33.0
1281,254,6.2,0.0,2.3,64,10.2,56,35.0,8.6,20.0,76,9.1,980.0,16,974.9,15,11,13,609.4893162393163,425.62113127001066
1311,254,4.6,0.0,1.1,74,8.2,66,31.0,5.6,14.7,12,7.5,977.8,16,974.9,13,11,13,609.4893162393163,425.62113127001066
1458,254,4.2,0.0,-2.7,66,11.2,31,2.0,1.7,7.2,116,9.3,979.7,7,976.5,12,9,6,1267.0,454.0
520,254,6.4,0.0,-2.1,44,14.9,25,30.0,3.1,14.7,97,9.5,981.6,15,978.2,19,1,11,714.0,386.0
1310,254,7.2,0.0,1.6,25,12.9,53,32.0,5.6,17.2,21,9.7,979.3,20,973.7,18,11,13,609.4893162393163,425.62113127001066
1605,254,1.7,8.2,-1.9,83,5.3,23,32.0,3.1,15.0,110,2.4,978.2,16,975.5,13,10,8,86.0,628.0
1309,254,2.2,6.0,-0.5,27,4.8,63,13.0,3.3,11.4,47,0.0,975.6,16,963.3,14,11,13,609.4893162393163,425.62113127001066
1524,254,8.4,0.6,3.7,49,13.0,70,28.0,4.2,20.0,127,0.1,964.7,16,953.4,18,15,2,81.0,514.0
1442,254,8.9,2.2,5.5,74,12.3,23,27.0,3.1,21.4,14,3.0,970.7,15,963.5,10,15,12,558.0,436.0
1471,254,12.2,0.0,6.5,49,18.0,71,27.0,2.2,12.5,70,7.5,970.8,21,964.5,1,22,19,848.0,464.0
336,254,11.8,7.6,6.7,25,16.8,33,29.0,1.9,11.1,39,3.9,968.0,8,965.0,7,12,6,78.0,306.0
1445,254,11.6,2.0,6.2,40,17.0,40,28.0,2.5,14.2,56,4.1,966.2,14,959.3,15,14,3,706.0,438.0
193,254,10.7,0.6,6.4,51,15.0,21,29.0,4.7,15.6,3,5.2,972.3,7,966.2,10,5,6,617.0,245.0
1648,254,9.0,0.0,2.6,81,15.5,55,99.0,1.7,8.1,71,10.0,980.1,21,972.3,10,13,7,1038.0,696.0
1570,254,11.3,0.0,7.3,38,15.3,55,99.0,2.2,6.1,71,3.2,981.0,4,977.1,0,13,3,981.0,569.0
1654,254,12.2,1.4,7.1,38,17.2,26,14.0,2.8,8.9,63,1.8,981.7,15,976.2,17,17,21,1583.0,705.0
1553,254,14.8,5.4,9.3,25,20.4,30,30.0,3.1,11.7,121,0.6,976.2,16,971.2,19,12,1,74.0,548.0
1473,254,12.8,0.0,8.5,41,17.2,24,28.0,3.1,16.4,72,1.8,974.1,7,969.1,12,21,16,823.0,464.0
263,254,12.6,0.6,9.3,25,15.9,40,27.0,3.6,16.4,74,5.5,985.2,3,974.1,10,8,6,618.0,273.0
1466,254,12.2,0.2,7.7,66,16.7,66,24.0,1.7,8.3,98,3.0,985.5,18,983.4,18,1,7,821.0,458.0
1746,254,10.0,3.8,5.1,81,15.0,56,28.0,3.9,13.6,142,2.4,984.3,16,968.3,21,24,16,664.0,1287.0
229,254,12.4,0.0,7.3,74,17.5,26,24.0,3.6,12.8,21,7.3,973.0,4,967.5,0,17,14,767.0,259.0
208,254,11.4,0.0,7.6,66,15.2,22,24.0,1.9,11.9,129,4.1,975.0,15,972.3,15,17,3,555.0,251.0
386,254,8.0,0.2,4.2,41,11.7,61,30.0,3.6,13.9,21,1.4,973.4,16,966.7,12,0,7,522.0,327.0
217,254,8.0,0.0,2.0,38,14.1,22,33.0,5.6,15.6,100,9.9,978.8,7,968.8,1,4,7,484.0,254.0
528,254,7.0,1.2,2.1,41,12.0,10,31.0,4.4,18.6,46,3.3,978.7,16,970.9,5,5,21,718.0,387.0
180,254,6.0,0.0,1.9,14,10.1,30,35.0,9.2,26.9,32,9.4,990.2,14,976.8,15,1,3,502.0,239.0
174,254,6.6,0.0,2.9,74,10.3,23,34.0,8.9,23.9,143,8.0,995.1,8,989.4,1,5,11,518.0,234.0
261,254,7.8,0.0,3.5,34,12.1,40,31.0,8.6,19.7,99,10.9,993.9,16,986.0,17,12,3,512.0,272.0
351,254,11.3,6.4,5.7,4,16.9,40,30.0,4.2,15.3,44,6.0,986.0,16,967.4,17,10,6,627.0,312.0
145,254,10.1,0.0,5.6,32,14.6,59,31.0,6.1,16.9,4,9.6,974.0,7,965.2,3,3,6,535.0,204.0
293,254,10.6,0.0,6.7,60,14.4,55,33.0,4.4,14.7,131,7.8,984.6,7,973.8,9,13,6,499.0,287.0
161,254,10.8,0.0,7.2,24,14.4,56,34.0,9.4,22.2,8,10.3,993.2,3,984.6,10,8,7,451.0,217.0
171,254,14.0,0.0,8.1,65,19.9,71,31.0,5.3,15.8,8,10.4,993.2,19,990.5,17,1,6,507.0,233.0
338,254,15.4,0.0,7.5,81,23.3,22,32.0,2.5,11.7,101,10.9,990.5,16,979.5,19,5,7,629.0,308.0
519,254,13.9,0.0,8.7,66,19.1,71,31.0,1.9,10.3,25,6.5,982.2,16,974.4,14,13,1,65.0,385.0
132,254,12.1,0.0,7.8,25,16.4,66,28.0,5.8,15.8,54,8.9,975.9,19,970.2,19,1,9,494.0,188.0
141,254,11.6,0.0,7.4,20,15.8,55,33.0,8.1,21.1,12,10.5,987.5,7,970.8,10,1,9,522.0,201.0
1491,254,11.9,0.0,3.7,66,20.1,56,13.0,2.5,9.4,117,8.5,987.5,16,981.1,19,15,23,705.0,477.0
27,254,14.1,0.0,9.1,37,19.1,33,14.0,4.2,10.6,99,3.6,981.3,16,974.3,13,19,3,562.0,27.0
1305,254,16.6,0.0,9.1,64,24.0,71,28.0,3.6,16.9,100,8.2,977.5,18,973.9,18,11,18,4.0,425.62113127001066
121,254,15.0,0.0,11.1,64,18.8,21,28.0,5.3,14.7,7,6.2,987.3,7,976.7,9,7,2,364.0,179.0
510,254,15.0,0.0,8.8,81,21.2,29,14.0,2.2,8.6,106,10.5,990.5,15,984.4,6,13,3,497.0,382.0
12,254,15.4,1.0,9.1,64,21.8,24,13.0,5.0,14.4,53,5.9,984.6,16,977.6,6,20,3,489.0,23.0
1304,254,13.1,35.2,8.6,25,17.6,12,14.0,2.8,11.4,46,0.6,979.7,16,973.6,13,11,7,315.0,425.62113127001066
1303,254,12.3,0.0,8.6,36,16.0,22,31.0,3.3,12.5,99,5.2,976.8,16,974.3,15,11,14,339.0,425.62113127001066
1549,254,12.0,0.2,6.9,64,17.0,21,27.0,3.1,16.1,66,4.7,977.3,19,974.4,1,17,7,509.0,541.0
341,254,8.4,30.8,6.4,63,10.4,10,15.0,4.2,10.3,45,0.0,976.5,16,964.0,17,5,2,574.0,308.0
240,254,5.8,34.6,3.5,64,8.1,11,31.0,3.1,15.8,0,0.0,969.6,7,961.5,7,9,9,604.0,264.0
1461,254,12.3,3.2,6.8,36,17.8,25,31.0,4.2,11.1,63,5.5,972.0,14,969.4,0,2,6,552.0,457.0
1667,254,13.8,0.6,9.0,60,18.6,66,17.0,3.1,15.0,89,5.8,983.6,7,971.9,15,6,10,997.0,741.0
586,254,13.0,0.0,6.1,70,19.9,56,14.0,1.4,5.8,66,9.7,987.1,15,983.6,10,15,2,719.0,418.0
1753,254,14.6,7.4,7.3,63,22.0,67,32.0,2.5,7.2,99,10.1,986.7,16,981.5,17,17,20,221.0,1542.0
324,254,13.8,0.0,10.3,41,17.2,32,32.0,6.7,15.8,18,5.2,991.0,7,980.4,3,19,7,412.0,299.0
459,254,15.8,0.0,7.3,60,24.2,66,33.0,1.4,4.7,90,11.7,993.8,15,991.0,10,2,6,618.0,361.0
1639,254,18.0,0.0,9.5,68,26.5,32,13.0,3.3,11.7,95,11.6,995.2,15,991.8,18,24,16,2966.0,683.0
1729,254,17.3,0.0,10.5,64,24.1,40,13.0,3.6,11.4,67,11.4,994.4,16,991.0,19,17,21,3153.0,1069.0
1622,254,17.4,0.0,10.5,68,24.4,53,14.0,3.9,12.8,104,11.6,992.8,11,989.1,13,20,18,1048.0,659.0
1718,254,16.8,0.0,9.9,64,23.8,69,15.0,1.9,9.7,104,6.5,990.6,16,986.4,13,5,21,1551.0,955.0
1747,254,18.4,0.0,12.2,41,24.5,59,13.0,1.9,6.4,121,5.0,988.1,16,984.2,18,21,18,2177.0,1338.0
1459,254,16.2,0.0,13.1,25,19.4,32,14.0,1.4,6.1,111,0.1,990.9,17,987.2,15,3,10,673.0,454.0
1481,254,19.2,0.0,10.8,38,27.5,54,14.0,1.7,7.8,73,11.7,990.0,14,985.3,19,14,17,551.0,468.0
1686,254,19.0,0.0,11.6,63,26.3,69,32.0,3.6,17.5,127,11.7,990.6,3,985.3,13,19,15,1127.0,805.0
136,254,17.3,0.0,12.3,64,22.3,68,99.0,5.6,15.8,71,11.8,990.3,16,983.4,15,15,10,313.0,195.0
210,254,18.4,0.8,11.6,37,25.2,68,30.0,1.7,12.5,91,9.9,983.4,16,979.0,13,8,0,375.0,252.0
311,254,17.0,0.0,10.1,51,24.0,57,28.0,2.8,12.2,24,7.8,982.4,16,973.8,19,16,11,354.0,293.0
155,254,13.5,0.4,10.7,33,16.3,35,27.0,3.1,12.5,48,4.6,982.3,14,973.6,0,3,6,328.0,216.0
130,254,12.8,0.0,8.0,64,17.6,55,32.0,3.9,12.8,22,10.3,984.5,14,980.8,13,6,9,336.0,186.0
1295,254,11.9,0.0,7.1,24,16.7,22,32.0,6.4,14.7,77,12.0,984.8,15,982.2,18,11,13,609.4893162393163,425.62113127001066
1294,254,13.3,0.0,6.0,24,20.6,71,31.0,4.2,15.8,46,10.7,983.9,14,981.0,13,11,13,609.4893162393163,425.62113127001066
1293,254,12.8,0.0,9.7,25,16.0,40,32.0,10.3,23.3,71,12.2,985.6,14,982.7,13,11,13,609.4893162393163,425.62113127001066
1292,254,14.3,0.0,9.3,77,19.3,23,99.0,9.4,19.4,71,11.4,986.8,14,982.8,15,11,13,609.4893162393163,425.62113127001066
1291,254,17.2,0.0,10.5,32,24.0,66,33.0,4.4,14.2,1,8.8,987.9,7,984.6,12,11,13,609.4893162393163,425.62113127001066
1290,254,20.2,0.2,13.0,40,27.4,40,13.0,2.2,10.6,102,10.1,988.4,9,984.1,13,11,13,609.4893162393163,425.62113127001066
1289,254,21.6,0.0,15.7,40,27.5,22,16.0,1.7,6.4,22,7.6,986.4,14,982.0,19,11,13,609.4893162393163,425.62113127001066
1288,254,20.6,0.0,14.5,25,26.7,24,33.0,5.8,16.9,43,10.4,983.1,16,979.5,12,11,13,609.4893162393163,425.62113127001066
1287,254,17.9,0.0,12.1,38,23.7,56,32.0,6.1,15.6,9,11.8,982.1,16,978.1,15,11,13,609.4893162393163,425.62113127001066
1286,254,16.4,0.0,11.3,25,21.4,26,30.0,7.8,21.4,146,11.3,988.7,7,982.0,10,11,13,609.4893162393163,425.62113127001066
1285,254,18.1,0.0,8.1,38,28.1,53,34.0,1.7,8.3,36,9.6,988.4,16,982.7,18,11,13,609.4893162393163,425.62113127001066
1284,254,16.0,0.0,8.4,25,23.5,48,32.0,5.6,18.3,144,6.8,989.3,7,980.9,5,11,13,609.4893162393163,425.62113127001066
1283,254,12.7,0.0,7.0,63,18.4,61,32.0,6.1,16.1,55,11.9,990.2,15,987.7,12,11,13,609.4893162393163,425.62113127001066
1282,254,13.7,0.0,8.9,63,18.5,22,35.0,7.8,21.4,29,11.9,989.9,14,986.4,12,11,13,609.4893162393163,425.62113127001066
1248,254,15.2,0.0,10.1,38,20.4,24,31.0,6.9,17.2,87,12.4,989.7,11,986.3,18,11,13,609.4893162393163,425.62113127001066
1296,254,17.4,0.0,10.0,70,24.7,31,29.0,4.4,13.6,114,12.5,988.5,16,983.8,18,11,13,609.4893162393163,425.62113127001066
1247,254,19.4,1.0,12.0,40,26.9,69,32.0,3.3,11.1,24,10.8,986.8,11,982.3,18,11,13,609.4893162393163,425.62113127001066
1229,254,20.0,0.0,13.7,38,26.3,68,29.0,1.9,9.2,25,6.1,987.7,11,984.4,13,11,13,609.4893162393163,425.62113127001066
1210,254,21.0,11.0,14.9,38,27.1,25,33.0,2.8,10.8,36,8.8,987.7,11,983.2,18,11,13,609.4893162393163,425.62113127001066
1209,254,19.1,0.0,12.5,38,25.7,24,99.0,1.9,12.8,92,10.3,986.2,16,981.1,13,11,13,609.4893162393163,425.62113127001066
1208,254,21.5,0.0,15.6,37,27.4,53,28.0,1.7,14.2,66,8.1,982.7,4,978.5,5,11,13,609.4893162393163,425.62113127001066
1207,254,20.1,0.0,13.0,34,27.2,55,31.0,2.5,8.3,8,12.7,985.8,7,981.9,3,11,13,609.4893162393163,425.62113127001066
1206,254,21.4,2.4,14.2,38,28.5,22,30.0,1.9,14.4,143,8.0,987.3,14,983.8,12,11,13,609.4893162393163,425.62113127001066
1205,254,23.0,1.0,16.4,64,29.6,65,14.0,3.1,9.7,33,10.1,986.6,14,981.5,18,11,13,609.4893162393163,425.62113127001066
1204,254,22.1,0.0,15.8,66,28.4,23,14.0,3.9,11.9,95,9.1,985.2,12,979.6,18,11,13,609.4893162393163,425.62113127001066
1203,254,20.8,39.2,16.0,52,25.6,10,30.0,2.2,20.8,90,3.6,983.8,3,980.4,12,11,13,609.4893162393163,425.62113127001066
1202,254,21.4,16.0,15.0,37,27.9,23,34.0,1.4,16.1,96,8.6,983.7,15,980.0,12,11,13,609.4893162393163,425.62113127001066
1201,254,18.8,1.2,15.0,38,22.6,53,31.0,2.2,10.0,6,3.6,984.7,4,981.4,5,11,13,609.4893162393163,425.62113127001066
1200,254,20.2,0.6,15.4,37,25.1,66,22.0,1.4,8.6,17,4.1,984.5,16,980.4,19,11,13,609.4893162393163,425.62113127001066
1199,254,19.4,0.6,15.5,25,23.2,30,9.0,1.7,6.9,83,2.9,984.7,14,981.9,3,11,13,609.4893162393163,425.62113127001066
1198,254,20.6,0.8,14.1,38,27.0,56,23.0,2.2,7.5,89,9.8,987.8,3,984.7,10,11,13,609.4893162393163,425.62113127001066
248,254,21.3,0.4,15.2,38,27.4,29,24.0,1.4,8.9,122,7.0,989.0,9,985.3,18,1,1,558.0,267.0
277,254,22.6,2.0,16.3,32,28.8,32,16.0,2.8,13.9,33,10.5,988.0,14,983.2,19,4,1,419.0,281.0
1541,254,21.3,0.0,15.6,38,27.0,12,13.0,1.4,8.1,104,5.6,985.5,16,981.6,19,17,23,833.0,531.0
231,254,21.8,0.0,16.2,37,27.3,21,29.0,2.8,10.0,83,10.6,982.2,16,978.8,18,18,20,485.0,261.0
189,254,20.2,0.0,16.2,64,24.3,32,34.0,3.6,11.7,96,7.7,981.9,11,979.0,18,5,2,363.0,243.0
296,254,18.4,11.0,14.1,64,22.8,34,32.0,3.3,10.3,94,5.7,985.7,4,981.5,1,2,18,321.0,288.0
247,254,21.3,0.0,15.2,63,27.4,68,28.0,3.1,10.3,95,10.2,986.4,11,983.3,15,3,7,1153.0,267.0
1510,254,22.4,0.0,17.1,38,27.7,68,14.0,2.2,9.7,24,2.8,984.0,16,980.5,6,20,18,988.0,493.0
382,254,21.4,7.6,16.5,35,26.4,10,15.0,2.2,9.2,18,6.9,984.5,4,980.3,18,20,18,49.0,325.0
1732,254,19.4,0.4,16.5,76,22.2,60,13.0,1.4,5.8,112,2.9,983.9,16,979.4,18,14,10,1358.0,1104.0
441,254,19.5,0.0,13.7,63,25.3,26,31.0,3.3,11.7,92,9.9,983.3,4,980.4,1,3,4,365.0,352.0
29,254,19.7,0.0,15.1,38,24.3,40,35.0,4.7,16.9,17,4.4,987.0,4,982.4,7,17,18,357.0,28.0
163,254,18.8,0.0,15.3,25,22.3,22,32.0,8.9,21.9,72,13.1,987.5,4,985.4,18,21,2,326.0,219.0
169,254,19.2,0.0,14.3,34,24.1,21,33.0,7.2,17.5,49,13.3,987.3,16,984.7,18,17,21,33.0,229.0
185,254,21.7,0.0,15.2,70,28.2,54,32.0,6.4,19.2,13,12.2,986.6,7,983.2,15,5,2,379.0,241.0
164,254,22.0,0.0,16.5,25,27.4,68,31.0,5.6,15.0,93,13.2,988.7,7,985.0,13,20,1,331.0,221.0
150,254,20.8,0.0,14.8,24,26.7,55,33.0,7.2,17.8,56,13.2,992.3,7,988.7,10,18,9,358.0,212.0
24,254,21.8,0.0,16.5,51,27.1,26,30.0,7.2,17.2,30,13.2,992.5,9,989.8,18,17,18,373.0,27.0
33,254,25.0,0.0,17.1,38,32.8,4,33.0,2.8,12.2,25,13.3,992.7,9,986.9,6,2,0,741.0,29.0
1546,254,26.2,0.0,17.6,63,34.9,54,12.0,2.5,8.3,140,13.3,989.2,9,985.3,19,22,21,671.0,538.0
1196,254,27.0,0.0,18.0,34,36.0,25,31.0,1.4,13.6,42,13.3,988.7,14,984.7,15,11,20,1115.0,425.62113127001066
235,254,26.4,0.0,20.6,38,32.1,66,31.0,6.4,16.4,26,13.1,988.5,9,984.9,19,7,17,374.0,262.0
1195,254,25.6,0.0,18.1,70,33.0,55,32.0,3.1,13.6,44,13.3,989.0,14,984.4,18,11,3,468.0,425.62113127001066
1194,254,25.6,0.0,17.5,70,33.7,17,31.0,2.5,8.3,85,13.3,988.4,11,983.3,15,11,2,1375.0,425.62113127001066
182,254,27.2,0.0,19.3,63,35.1,16,31.0,1.9,8.6,85,13.2,986.4,14,982.8,19,2,10,484.0,239.0
306,254,27.6,0.0,19.4,34,35.8,33,99.0,1.4,7.8,71,9.3,987.5,11,983.0,19,13,0,1009.0,291.0
158,254,27.5,0.0,21.0,40,34.0,12,34.0,1.9,10.3,30,7.5,987.0,14,982.3,13,1,10,986.0,216.0
181,254,24.6,0.2,19.4,63,29.7,18,32.0,4.4,11.9,1,7.3,984.3,16,978.6,19,6,11,348.0,239.0
360,254,25.6,0.2,18.5,70,32.8,69,11.0,1.7,10.3,21,7.2,982.1,5,977.2,12,0,8,494.0,315.0
431,254,26.4,0.0,18.4,34,34.3,71,14.0,4.7,16.1,36,12.5,980.8,14,975.2,15,9,22,563.0,347.0
68,254,27.0,14.8,20.3,40,33.8,29,21.0,1.4,10.8,102,8.3,980.2,7,977.2,12,0,12,762.0,52.0
149,254,26.4,0.0,19.5,38,33.4,33,30.0,2.2,8.6,5,13.2,984.7,4,980.1,10,4,20,418.0,212.0
493,254,28.5,0.0,21.4,64,35.6,31,14.0,3.1,8.9,96,12.7,986.5,11,981.7,15,6,12,656.0,375.0
1533,254,28.6,0.0,20.7,41,36.5,69,34.0,4.7,15.6,111,12.6,987.3,7,979.3,13,18,4,623.0,523.0
142,254,23.8,0.0,18.8,38,28.9,69,32.0,5.6,14.7,3,13.2,991.7,7,987.2,10,2,23,365.0,202.0
146,254,24.8,0.0,17.9,51,31.7,32,99.0,3.1,10.8,19,12.3,991.8,11,987.1,19,14,7,35.0,205.0
1711,254,27.2,0.0,19.5,70,35.0,68,30.0,2.2,12.5,122,9.6,990.3,9,984.6,18,14,10,112.0,891.0
467,254,27.5,8.0,20.5,40,34.5,66,29.0,2.8,16.1,137,10.9,990.1,11,985.8,18,9,8,868.0,364.0
154,254,26.1,0.0,19.4,63,32.8,69,32.0,4.2,14.2,17,12.2,989.6,2,985.6,13,0,10,386.0,215.0
157,254,26.6,0.0,20.6,63,32.5,53,99.0,4.7,11.7,71,12.7,988.0,9,983.9,18,1,11,36.0,216.0
172,254,25.5,20.4,18.3,2,32.7,56,32.0,3.1,27.8,143,9.0,985.7,16,980.8,18,20,18,385.0,233.0
266,254,26.0,0.0,19.6,38,32.3,31,31.0,2.5,7.8,57,8.9,986.3,7,982.8,18,9,0,743.0,274.0
391,254,27.3,0.0,20.3,24,34.3,57,13.0,3.3,12.8,102,10.4,987.6,11,982.8,18,10,8,448.0,331.0
436,254,28.6,0.0,21.0,38,36.2,25,12.0,1.7,8.1,89,12.2,986.9,11,982.0,15,13,10,474.0,349.0
254,254,28.5,0.0,20.9,63,36.1,4,1.0,2.2,18.6,78,11.2,985.4,9,979.9,6,13,7,444.0,269.0
147,254,24.4,0.0,20.0,25,28.8,22,30.0,7.8,18.9,121,12.5,989.8,4,982.5,1,18,19,335.0,207.0
1429,254,25.7,0.0,17.8,34,33.6,65,99.0,2.2,10.0,59,12.7,989.7,16,983.8,15,10,0,722.0,429.0
1725,254,29.0,0.0,21.5,25,36.4,21,35.0,2.2,14.7,120,9.9,985.5,14,980.5,5,19,15,2079.0,1041.0
578,254,27.2,0.0,18.3,40,36.2,69,31.0,1.9,13.9,101,11.2,985.9,9,980.4,15,7,1,529.0,412.0
153,254,24.9,0.0,18.8,25,31.0,22,32.0,6.4,18.6,21,10.0,985.9,4,981.2,12,6,8,35.0,215.0
159,254,22.6,0.0,17.4,38,27.7,22,32.0,4.7,14.7,25,7.5,986.4,4,983.5,15,0,1,36.0,216.0
170,254,24.5,0.0,18.5,26,30.5,25,30.0,3.9,10.0,9,11.2,987.0,7,983.1,18,18,19,352.0,232.0
1625,254,28.0,0.0,19.5,34,36.4,64,28.0,1.7,7.5,85,12.5,987.4,9,981.0,19,7,5,801.0,666.0
1495,254,29.8,0.0,22.5,64,37.1,32,31.0,2.5,9.4,102,12.5,984.5,4,979.6,15,14,12,1472.0,479.0
35,254,29.0,0.0,21.3,40,36.7,33,14.0,3.3,9.2,122,12.1,986.1,11,980.4,19,9,7,609.0,31.0
580,254,30.3,0.0,21.7,38,38.9,68,33.0,2.2,11.7,93,11.4,983.4,11,978.5,15,12,22,581.0,414.0
577,254,29.4,0.0,21.7,38,37.1,32,30.0,2.5,10.3,41,11.5,983.1,9,977.8,18,9,10,742.0,412.0
556,254,28.4,0.0,22.2,40,34.7,25,30.0,4.2,12.5,10,12.4,983.4,14,980.7,10,3,4,548.0,403.0
50,254,28.4,0.0,20.0,40,36.7,57,99.0,1.9,8.3,71,12.2,984.4,7,980.7,18,0,7,824.0,38.0
1737,254,29.6,0.0,21.7,68,37.4,69,31.0,2.5,11.7,129,12.3,986.2,14,981.7,19,4,1,1232.0,1195.0
1673,254,30.3,0.0,23.2,68,37.4,33,30.0,3.1,14.2,122,12.3,986.7,11,983.1,18,3,4,631.0,759.0
270,254,29.6,0.0,21.5,64,37.6,60,30.0,2.5,11.4,26,12.2,988.5,19,984.0,19,2,14,511.0,277.0
421,254,30.6,0.0,21.9,63,39.4,68,31.0,2.2,11.4,44,12.2,989.0,14,984.5,15,7,4,377.0,345.0
236,254,31.4,0.0,23.8,40,38.9,33,31.0,3.9,13.1,22,12.2,987.8,14,983.9,19,18,23,27.0,262.0
184,254,30.4,0.0,23.6,38,37.2,31,32.0,4.4,13.9,84,12.0,988.9,15,985.5,18,12,20,271.0,241.0
212,254,30.1,0.0,22.7,63,37.5,25,30.0,3.3,9.7,9,11.9,988.0,9,982.9,15,12,18,275.0,253.0
302,254,31.2,0.0,23.1,40,39.2,57,31.0,1.7,7.5,105,11.8,986.1,9,980.3,19,10,1,325.0,289.0
571,254,29.8,1.6,21.6,25,38.0,24,14.0,4.4,20.8,87,7.8,984.7,6,977.1,12,10,18,29.0,407.0
285,254,28.4,1.6,20.7,40,36.0,71,16.0,5.0,21.1,29,9.9,984.7,11,978.0,13,9,3,305.0,285.0
19,254,23.3,0.0,18.6,25,28.0,61,32.0,7.2,15.8,113,12.1,991.9,7,980.5,3,8,6,243.0,25.0
377,254,24.0,0.0,17.5,39,30.6,68,31.0,2.8,14.7,44,11.0,994.3,14,989.9,19,7,9,315.0,322.0
289,254,27.3,0.0,19.7,40,34.9,57,16.0,2.5,8.9,111,11.8,992.9,16,986.2,6,4,15,31.0,286.0
256,254,26.4,7.4,17.5,3,35.4,34,28.0,3.3,30.3,46,6.7,987.3,16,981.5,13,3,17,262.0,271.0
226,254,25.8,0.0,19.0,38,32.5,31,30.0,4.2,13.1,127,11.9,987.4,7,981.4,18,5,3,317.0,257.0
198,254,23.0,0.0,18.7,64,27.3,56,31.0,6.9,16.4,72,12.1,989.6,7,986.9,18,9,21,323.0,246.0
1438,254,25.2,0.0,17.4,70,33.1,16,31.0,1.9,10.8,85,12.1,989.7,11,984.0,19,7,5,549.0,433.0
478,254,26.7,15.2,19.7,16,33.7,40,33.0,3.1,13.3,108,6.2,988.1,7,981.7,15,3,4,376.0,368.0
201,254,22.5,0.0,17.1,25,27.9,71,31.0,7.2,18.6,115,11.3,991.5,4,986.4,12,10,9,286.0,247.0
233,254,22.2,0.0,14.9,39,29.4,25,31.0,3.3,14.7,105,12.0,991.9,11,988.1,18,13,10,297.0,262.0
246,254,24.8,0.0,17.3,64,32.2,69,31.0,2.8,10.8,133,11.9,992.6,15,988.1,6,2,17,3.0,266.0
260,254,25.8,0.0,19.0,63,32.5,17,31.0,3.1,10.8,7,11.9,990.9,9,985.2,19,8,17,276.0,272.0
427,254,27.4,0.0,19.8,70,35.1,68,29.0,1.9,8.6,105,11.9,988.6,11,982.9,19,2,1,376.0,346.0
1433,254,27.9,0.0,19.4,70,36.4,68,36.0,1.1,6.4,61,10.9,987.0,14,983.3,18,13,4,369.0,431.0
283,254,27.0,0.0,21.2,30,32.9,22,29.0,3.6,13.9,97,11.4,988.6,4,984.4,12,19,19,35.0,284.0
22,254,24.1,0.0,18.8,25,29.4,56,30.0,6.9,16.1,54,11.2,989.3,15,986.0,13,1,7,276.0,26.0
224,254,22.0,0.0,17.1,68,26.8,55,33.0,5.0,14.4,76,11.2,987.9,16,984.0,18,15,3,298.0,257.0
39,254,23.8,0.0,16.1,66,31.6,33,30.0,1.9,10.6,14,11.4,987.6,15,982.6,18,10,6,424.0,33.0
1551,254,26.8,0.0,18.5,66,35.1,33,14.0,1.1,5.8,145,11.1,986.9,14,983.5,18,4,14,566.0,542.0
410,254,28.2,13.0,21.6,15,34.9,66,18.0,2.5,13.9,36,5.2,986.6,2,981.4,13,3,4,344.0,339.0
183,254,25.4,0.0,19.3,63,31.5,22,32.0,3.6,13.6,40,10.7,990.1,14,984.8,9,6,0,313.0,241.0
206,254,24.7,0.0,18.3,64,31.1,55,30.0,2.8,12.5,14,11.1,990.8,15,986.6,19,13,5,332.0,249.0
197,254,24.2,0.0,18.4,68,29.9,67,99.0,4.7,13.6,71,11.3,989.8,19,986.4,18,24,19,302.0,245.0
205,254,25.2,0.0,18.4,66,32.1,68,99.0,3.1,10.0,71,11.4,990.2,15,985.3,19,4,2,323.0,249.0
