fecha,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presmax,horapresmax,presmin,horapresmin,horaso2max_estacion29,horaso2max_estacion38,so2max_estacion38,target
513,254,23.6,0.0,18.4,25,28.7,22,33.0,6.9,18.1,137,11.0,989.5,14,988.0,13,17,18,223.0,383.0
381,254,21.4,0.0,17.4,40,25.5,69,31.0,8.1,20.8,140,11.6,989.0,16,984.6,6,1,18,23.0,324.0
1474,254,24.2,0.0,16.9,32,31.4,55,32.0,5.0,18.3,44,12.5,987.1,11,983.3,13,15,2,205.0,464.0
477,254,28.3,0.0,19.5,70,37.1,55,29.0,2.5,11.7,101,12.4,985.9,11,980.8,15,2,5,291.0,368.0
555,254,29.4,0.0,21.1,38,37.6,16,31.0,2.8,11.4,41,12.3,987.0,11,982.5,19,13,0,375.0,402.0
598,254,29.8,0.0,21.2,68,38.5,69,15.0,1.7,10.0,30,11.1,986.8,11,981.2,18,9,16,479.0,425.0
511,254,30.8,0.0,21.9,25,39.8,54,32.0,2.8,15.6,57,9.8,983.7,11,977.3,6,3,7,425.0,382.0
585,254,28.6,0.0,19.7,34,37.6,25,30.0,3.1,15.8,124,10.2,982.2,9,975.4,18,15,7,304.0,417.0
535,254,27.0,0.0,19.6,68,34.4,71,31.0,3.1,11.7,105,10.7,987.5,7,981.4,10,12,7,318.0,393.0
516,254,28.7,0.4,20.9,63,36.5,56,16.0,3.3,14.2,32,7.5,989.2,11,984.5,19,15,12,33.0,383.0
1522,254,31.5,0.0,23.0,38,40.0,20,30.0,1.7,9.7,137,12.3,987.9,11,982.6,19,4,1,485.0,513.0
1456,254,30.2,0.0,22.4,63,37.9,33,29.0,3.6,10.8,49,12.3,987.4,14,983.2,15,9,4,336.0,452.0
447,254,26.8,0.0,19.6,25,34.1,53,29.0,6.4,19.2,78,11.4,987.9,4,983.9,13,3,10,272.0,354.0
424,254,24.2,0.0,17.7,64,30.8,57,31.0,4.2,16.4,109,11.5,990.4,14,985.5,6,7,5,271.0,346.0
515,254,27.8,0.0,19.8,64,35.7,55,31.0,3.6,16.1,57,8.5,986.6,16,978.2,19,12,6,312.0,383.0
429,254,21.8,0.0,17.1,25,26.6,56,35.0,8.3,18.3,3,12.2,988.8,7,981.3,10,3,5,242.0,347.0
393,254,18.6,0.2,14.9,25,22.4,34,32.0,4.7,14.2,116,2.0,993.0,7,987.5,0,1,2,216.0,333.0
509,254,18.8,0.0,13.9,37,23.6,71,32.0,7.5,16.7,112,11.6,994.8,4,991.9,0,6,11,252.0,382.0
412,254,20.1,0.0,14.6,14,25.6,56,32.0,6.7,18.6,77,11.8,994.4,16,989.9,18,8,12,254.0,339.0
428,254,23.0,0.0,14.8,64,31.1,55,30.0,3.1,11.7,44,11.9,993.5,14,988.0,19,2,1,289.0,346.0
1501,254,25.4,0.0,16.6,60,34.2,31,14.0,2.8,8.6,13,12.0,990.4,15,984.1,19,9,1,344.0,485.0
487,254,28.2,0.0,19.8,68,36.5,68,13.0,4.7,14.4,29,11.9,987.5,11,982.8,18,9,10,327.0,372.0
597,254,27.6,0.0,19.6,68,35.5,69,15.0,2.5,11.4,115,11.1,989.0,7,984.3,13,17,0,338.0,424.0
462,254,26.8,0.0,19.8,41,33.7,32,30.0,3.3,11.1,137,11.2,990.6,15,986.9,13,6,9,243.0,362.0
1463,254,28.0,0.0,19.6,64,36.5,25,31.0,1.7,10.3,105,11.8,990.8,14,985.3,19,2,1,567.0,458.0
52,254,26.6,0.0,21.0,25,32.3,22,34.0,4.7,17.2,37,11.8,989.3,4,985.0,12,16,4,331.0,38.0
42,254,24.6,0.0,18.7,25,30.6,66,30.0,5.6,16.1,31,12.0,991.6,7,987.8,18,2,3,189.0,34.0
415,254,23.7,0.0,16.2,64,31.2,57,32.0,4.4,15.0,44,11.9,993.3,14,988.3,19,19,19,181.0,342.0
397,254,26.0,0.0,16.5,64,35.6,33,32.0,2.2,8.3,105,11.9,991.0,2,984.8,19,21,9,504.0,334.0
166,254,29.8,0.0,21.3,64,38.3,69,20.0,3.1,8.6,89,10.2,987.7,2,981.3,19,17,6,423.0,224.0
268,254,27.6,2.4,21.4,44,33.8,23,4.0,2.2,11.9,26,9.5,988.5,7,983.3,18,12,6,348.0,276.0
188,254,27.8,0.0,20.3,34,35.3,55,13.0,3.3,11.1,24,11.5,987.9,16,982.0,15,20,10,354.0,243.0
168,254,28.3,0.2,20.8,44,35.8,71,14.0,3.9,12.8,91,9.6,986.2,14,981.8,13,1,17,425.0,227.0
165,254,29.1,0.2,21.8,64,36.4,53,19.0,2.2,11.7,36,7.6,986.4,3,982.6,13,16,8,344.0,222.0
133,254,25.0,3.2,18.8,25,31.1,10,28.0,1.9,13.6,112,2.1,988.4,1,984.3,0,16,15,614.0,193.0
192,254,24.0,5.6,17.7,37,30.3,30,23.0,1.4,11.7,73,5.0,986.9,11,982.3,18,17,22,504.0,245.0
259,254,22.6,0.0,17.1,63,28.0,23,13.0,1.7,10.0,100,6.2,986.3,2,982.1,13,7,0,275.0,272.0
125,254,23.8,0.0,18.7,41,29.0,29,99.0,1.7,11.4,71,7.3,986.2,7,982.3,15,4,23,324.0,182.0
117,254,20.8,0.0,16.3,64,25.2,54,34.0,5.3,13.9,34,9.1,990.5,4,986.1,10,13,17,274.0,174.0
143,254,20.1,0.0,15.4,40,24.8,66,36.0,5.3,13.6,87,11.1,992.8,7,988.5,15,7,10,273.0,203.0
156,254,19.4,0.0,14.6,64,24.3,56,31.0,5.8,16.4,39,11.0,993.6,11,989.0,17,5,14,273.0,216.0
148,254,21.7,0.0,14.7,64,28.7,55,28.0,1.7,5.6,13,8.1,989.0,16,982.1,19,13,22,367.0,209.0
162,254,23.6,0.0,17.0,68,30.2,66,99.0,3.3,8.1,71,11.0,989.8,7,981.7,1,3,4,311.0,218.0
23,254,25.2,0.0,17.3,64,33.1,71,30.0,1.9,12.5,124,10.8,992.4,7,988.5,15,20,8,479.0,26.0
8,254,22.4,0.0,17.1,25,27.8,53,31.0,7.2,18.3,22,11.2,993.2,11,989.5,13,20,2,26.0,19.0
134,254,20.1,0.0,15.0,64,25.2,61,30.0,6.1,16.7,85,10.8,991.1,16,985.7,18,2,6,261.0,195.0
328,254,22.4,0.0,14.7,40,30.0,57,29.0,2.5,10.3,110,11.0,988.1,16,978.0,17,4,0,49.0,301.0
280,254,17.8,0.0,14.8,25,20.7,33,32.0,5.0,13.6,52,1.8,980.7,7,976.9,1,3,4,423.0,283.0
109,254,18.2,0.0,13.5,27,22.9,31,32.0,6.7,18.1,27,10.3,983.9,0,980.6,9,4,11,262.0,161.0
234,254,20.4,0.0,14.6,63,26.2,53,36.0,3.9,13.1,86,7.860716348931254,984.9,7,981.2,13,17,23,306.0,262.0
131,254,20.8,0.0,16.6,41,25.0,31,30.0,3.6,13.9,86,8.6,991.4,14,984.9,10,17,9,299.0,186.0
173,254,22.6,0.0,13.8,64,31.5,31,14.0,2.2,7.5,13,11.1,992.6,15,986.4,19,12,14,414.0,233.0
187,254,19.6,1.6,15.2,25,24.0,3,33.0,7.5,16.9,86,11.0,989.2,18,986.4,9,1,4,313.0,242.0
128,254,15.7,0.4,11.7,81,19.7,56,99.0,3.6,13.1,71,3.0,987.5,16,983.2,13,5,2,294.0,184.0
115,254,15.2,0.0,9.8,66,20.5,55,99.0,3.6,12.5,71,10.6,987.8,4,983.6,13,13,15,315.0,172.0
9,254,15.6,0.0,8.6,32,22.7,21,35.0,1.4,5.8,100,8.5,989.2,15,985.4,13,4,7,322.0,19.0
137,254,18.2,0.0,13.7,79,22.8,24,30.0,3.3,12.5,104,8.1,991.2,7,986.1,1,17,4,32.0,197.0
138,254,17.8,0.0,13.5,40,22.1,22,30.0,5.6,16.1,113,10.8,993.1,15,990.5,18,20,0,282.0,197.0
1448,254,19.2,0.0,11.1,64,27.2,55,33.0,1.7,10.0,11,10.8,991.9,16,986.5,19,13,6,932.0,443.0
506,254,19.6,0.0,10.9,51,28.4,55,30.0,2.2,9.4,57,9.4,988.2,14,984.2,18,1,15,1665.0,381.0
250,254,18.7,2.2,15.0,67,22.4,62,29.0,2.2,8.1,44,3.4,991.6,14,988.1,7,1,17,4.0,267.0
178,254,20.4,0.0,13.7,40,27.0,69,14.0,2.2,6.7,55,8.8,991.5,15,987.3,13,1,8,696.0,238.0
470,254,22.0,0.0,13.4,64,30.6,71,13.0,1.1,5.0,83,10.6,990.5,15,986.3,15,13,2,765.0,366.0
407,254,21.1,0.0,16.8,16,25.4,26,32.0,6.1,16.4,36,8.8,990.8,4,986.2,3,3,24,606.0,338.0
122,254,20.2,0.0,14.9,44,25.6,57,30.0,1.9,11.4,85,10.7,991.3,14,988.1,13,2,1,243.0,179.0
209,254,20.0,0.0,11.9,64,28.2,31,5.0,1.7,6.4,21,8.9,992.0,7,988.4,15,20,14,5.0,252.0
191,254,22.8,0.0,17.1,27,28.6,54,13.0,2.2,7.2,128,8.3,994.5,15,990.5,18,0,5,457.0,245.0
466,254,22.0,0.0,14.8,63,29.1,61,15.0,1.4,6.1,8,8.6,993.0,11,988.2,18,2,4,431.0,363.0
139,254,19.6,0.0,15.7,40,23.4,68,31.0,1.1,8.9,42,1.9,991.0,3,988.4,5,13,15,381.0,198.0
89,254,19.6,0.0,16.6,63,22.5,56,31.0,5.3,14.2,12,1.4,992.5,6,990.3,1,13,12,23.0,133.0
225,254,22.8,0.0,18.1,38,27.6,71,31.0,4.4,12.2,9,10.1,993.6,15,990.9,18,0,15,209.0,257.0
108,254,22.1,0.0,16.4,66,27.8,66,36.0,2.5,12.5,113,10.1,992.6,14,989.1,15,0,8,242.0,159.0
232,254,22.2,0.0,15.6,40,28.9,40,30.0,1.7,6.9,11,9.7,994.5,14,990.7,13,13,2,629.0,262.0
317,254,21.5,0.0,14.4,66,28.6,31,30.0,4.4,17.5,57,10.2,992.6,16,988.3,13,17,16,1621.0,295.0
107,254,19.3,0.0,14.4,25,24.2,23,33.0,7.5,20.6,13,10.3,991.7,4,988.5,13,5,6,222.0,159.0
366,254,17.3,0.0,11.6,81,23.0,55,31.0,2.5,13.9,105,10.1,993.9,15,990.2,13,2,7,395.0,317.0
167,254,17.8,0.0,8.9,38,26.7,55,32.0,1.4,10.8,78,10.2,991.4,20,987.1,13,3,24,263.0,226.0
219,254,19.6,0.0,13.2,37,26.1,54,32.0,2.5,10.6,59,10.2,991.1,14,987.8,18,2,1,428.0,255.0
1431,254,18.8,0.0,9.6,64,27.9,69,33.0,0.8,6.1,20,10.1,991.5,11,987.9,13,13,6,526.0,431.0
389,254,18.9,0.0,10.9,37,26.9,66,14.0,1.4,6.1,138,7.1,993.0,7,989.5,12,13,15,2599.0,329.0
346,254,18.7,0.0,11.7,68,25.7,54,3.0,1.1,5.3,6,7.2,996.8,19,993.0,10,3,14,1037.0,311.0
323,254,20.4,0.0,13.2,38,27.6,54,15.0,1.1,6.7,32,5.8,996.2,15,992.0,13,2,15,823.0,298.0
135,254,21.3,0.0,15.9,24,26.7,31,13.0,2.2,9.2,111,4.8,996.2,19,992.6,13,1,9,359.0,195.0
118,254,21.8,0.0,17.5,25,26.0,69,13.0,1.9,7.5,90,4.9,997.2,15,992.9,13,12,7,413.0,174.0
119,254,21.4,0.0,16.1,25,26.7,55,15.0,2.5,8.6,12,7.2,996.3,15,992.0,18,12,5,469.0,177.0
124,254,20.0,1.0,15.0,49,25.1,23,14.0,2.2,8.6,100,6.4,993.2,16,986.1,15,12,9,444.0,181.0
207,254,15.6,4.0,13.1,22,18.0,9,14.0,1.9,10.6,63,0.6,986.1,16,978.2,13,1,19,244.0,251.0
112,254,15.2,0.0,11.0,24,19.3,53,32.0,1.7,7.8,76,8.2,984.4,7,980.0,0,13,2,233.0,164.0
322,254,18.6,0.0,12.7,74,24.6,26,26.0,1.1,6.7,4,7.3,990.1,14,984.4,10,20,18,388.0,298.0
11,254,18.1,0.0,11.4,81,24.8,10,31.0,3.1,16.1,115,8.0,996.3,7,989.8,3,8,3,324.0,22.0
94,254,14.4,0.0,10.9,31,17.9,12,32.0,5.0,14.4,67,8.5,997.5,15,994.7,12,12,11,234.0,141.0
110,254,15.8,0.0,9.2,74,22.4,54,29.0,3.6,12.2,11,8.7,996.5,15,992.7,13,17,7,283.0,162.0
1691,254,18.0,0.0,9.4,74,26.5,21,33.0,1.1,7.5,44,9.0,995.0,11,991.3,15,2,7,947.0,815.0
1704,254,18.2,0.0,9.6,74,26.7,56,99.0,1.4,6.1,71,8.8,994.7,14,991.9,12,17,3,1428.0,869.0
1588,254,18.4,0.0,10.2,74,26.5,56,29.0,1.4,5.6,112,8.5,997.5,7,994.6,3,4,22,1142.0,603.0
1519,254,18.3,0.0,14.1,36,22.5,24,32.0,8.1,23.6,90,8.4,997.8,11,994.7,5,3,4,357.0,503.0
98,254,16.6,0.0,12.7,25,20.4,26,99.0,6.9,16.7,21,8.3,996.2,16,993.3,5,2,4,244.0,153.0
96,254,15.6,0.0,11.0,74,20.1,29,31.0,7.2,17.8,102,8.3,993.8,15,988.6,17,17,10,243.0,146.0
93,254,15.2,0.0,10.6,25,19.9,26,33.0,7.5,17.8,22,8.3,991.1,7,985.7,12,12,22,244.0,138.0
1564,254,13.1,0.0,7.6,83,18.6,53,32.0,1.1,8.3,85,8.5,993.2,15,989.9,13,9,6,752.0,556.0
175,254,14.4,0.0,8.1,14,20.7,56,13.0,1.9,6.7,32,6.3,992.9,15,989.0,13,3,4,425.0,237.0
388,254,15.0,0.0,9.4,24,20.5,54,14.0,1.9,7.5,51,5.1,990.0,15,986.0,15,13,7,627.0,328.0
316,254,17.2,0.0,12.4,34,22.1,66,15.0,1.7,6.1,16,4.4,986.0,16,981.5,13,3,6,519.0,295.0
129,254,16.4,6.2,12.4,64,20.4,40,32.0,2.2,10.6,127,3.1,983.8,7,979.0,5,0,10,641.0,185.0
92,254,12.6,0.0,10.2,25,15.0,29,32.0,6.4,20.0,113,5.9,992.5,3,983.8,10,19,9,282.0,137.0
116,254,10.5,0.0,7.5,25,13.5,62,31.0,10.3,23.3,33,8.4,992.5,11,988.0,19,17,0,276.0,173.0
123,254,10.6,0.0,5.5,81,15.6,66,32.0,5.3,17.2,12,8.5,989.8,7,985.9,12,17,6,37.0,181.0
99,254,9.8,0.0,6.0,25,13.5,5,32.0,6.7,16.4,46,5.0,993.9,3,989.5,3,10,2,298.0,154.0
104,254,9.7,0.0,6.0,82,13.4,21,32.0,8.1,21.4,135,7.8,996.0,4,992.1,5,10,0,295.0,156.0
97,254,11.9,0.0,7.4,81,16.4,62,34.0,5.8,17.8,116,7.1,996.9,6,994.6,12,8,2,319.0,148.0
91,254,14.4,0.0,11.4,24,17.5,12,32.0,7.8,21.1,86,8.2,996.1,19,992.5,17,5,5,267.0,136.0
106,254,13.0,0.0,8.2,28,17.8,23,32.0,4.4,16.1,54,7.5,992.5,16,985.6,20,0,9,299.0,157.0
95,254,10.4,0.0,6.8,16,14.0,6,33.0,8.9,22.5,51,8.2,989.9,3,985.5,1,16,7,34.0,144.0
6,254,9.7,0.0,6.3,16,13.1,24,31.0,7.5,20.0,88,8.3,991.0,14,987.9,12,10,7,377.0,16.0
1632,254,8.0,0.0,2.5,67,13.6,67,30.0,1.4,7.5,59,7.6,991.0,16,987.0,13,13,6,1047.0,675.0
1707,254,8.2,0.0,0.6,38,15.9,59,16.0,1.4,4.2,127,8.1,991.5,14,989.0,12,17,17,1819.0,878.0
1678,254,9.2,0.0,1.1,69,17.4,40,29.0,1.7,9.7,122,8.1,991.5,15,988.1,13,5,17,1125.0,773.0
114,254,12.6,0.0,8.3,64,16.9,22,31.0,4.4,13.6,20,8.1,991.6,14,989.0,12,17,5,425.0,172.0
84,254,9.5,0.0,3.8,62,15.2,54,27.0,1.9,9.2,3,8.0,992.8,19,990.2,13,2,7,784.0,76.0
1706,254,8.9,0.0,1.5,64,16.3,56,15.0,1.7,5.0,101,8.0,994.5,19,990.9,12,10,9,107.0,876.0
1698,254,8.6,0.0,0.1,83,17.1,71,14.0,1.1,4.2,61,8.0,993.3,15,988.9,17,12,9,1848.0,847.0
1670,254,8.0,0.0,-0.1,69,16.1,61,14.0,2.5,7.2,73,8.0,988.9,16,982.7,13,16,3,2268.0,746.0
45,254,10.8,0.0,4.0,23,17.7,59,13.0,1.4,6.1,134,6.2,988.9,7,984.3,9,2,14,1831.0,37.0
1637,254,12.2,0.0,7.9,65,16.4,68,13.0,1.4,5.3,70,1.8,989.1,19,986.7,13,13,5,1812.0,683.0
458,254,11.8,0.0,7.0,25,16.6,15,32.0,5.6,16.7,26,2.6,996.1,7,985.5,0,3,4,835.0,361.0
113,254,8.6,0.0,5.4,44,11.9,59,29.0,6.1,17.2,104,7.9,999.9,19,996.1,10,1,7,582.0,166.0
1449,254,6.0,0.0,1.0,25,11.1,23,30.0,1.4,6.9,85,7.3,999.7,15,992.8,17,13,10,1998.0,444.0
544,254,5.0,0.0,-1.6,38,11.5,22,31.0,1.1,7.2,48,7.9,992.8,16,980.7,17,5,4,1707.0,398.0
1191,254,6.2,0.0,0.9,49,11.4,59,31.0,5.0,15.6,32,7.9,981.6,7,976.8,11,11,2,604.0,425.62113127001066
1192,254,6.0,0.0,2.0,39,10.0,22,32.0,5.6,16.7,48,7.8,987.3,13,981.6,10,11,6,706.0,425.62113127001066
102,254,4.6,1.8,1.7,7,7.5,1,32.0,6.7,18.6,83,4.3,989.6,6,981.5,16,13,8,497.0,155.0
100,254,4.4,0.0,1.9,62,6.8,21,30.0,8.6,19.4,8,7.9,992.1,7,988.0,12,13,2,502.0,154.0
101,254,5.0,0.0,1.8,76,8.2,21,32.0,7.5,17.8,112,7.0,999.6,7,992.0,10,10,3,545.0,155.0
343,254,8.1,0.0,4.0,23,12.2,18,30.0,3.9,11.1,131,6.2,1004.7,4,999.6,10,20,3,871.0,308.0
83,254,5.2,0.0,-0.2,25,10.5,22,30.0,2.2,8.6,28,7.8,1005.8,19,1003.1,15,13,9,1471.0,75.0
1684,254,2.8,0.0,-3.9,69,9.4,56,14.0,0.3,4.2,118,7.8,1004.7,19,1001.0,15,13,15,4023.0,784.0
1635,254,2.0,0.0,-3.6,81,7.6,71,18.0,1.1,4.2,140,4.4,1001.9,19,997.2,20,10,9,177.0,681.0
1499,254,6.3,0.0,0.0,41,12.6,61,31.0,4.7,12.8,112,1.6,997.3,16,992.8,12,18,3,969.0,482.0
238,254,8.6,0.0,5.5,83,11.6,12,31.0,4.2,12.2,12,5.6,994.4,19,987.3,17,13,6,808.0,263.0
1506,254,10.2,1.2,4.1,40,16.3,63,27.0,3.3,11.7,138,0.0,987.3,16,961.5,17,15,24,1874.0,492.0
111,254,11.2,0.0,5.9,16,16.5,2,27.0,4.2,18.3,139,3.1,976.2,7,957.2,1,10,5,577.0,163.0
179,254,6.9,0.0,3.0,22,10.8,22,31.0,5.0,15.3,6,7.7,992.9,7,976.2,10,4,6,803.0,238.0
1657,254,6.5,0.0,0.5,37,12.5,71,29.0,1.4,13.6,73,2.5,994.3,15,989.6,17,15,3,3352.0,708.0
1659,254,10.0,3.2,4.6,68,15.4,74,26.0,1.1,15.6,145,0.9,989.6,16,978.9,20,12,12,1599.0,717.0
221,254,8.4,0.0,5.7,13,11.0,6,32.0,4.4,14.4,3,4.6,984.2,14,977.8,7,13,4,648.0,256.0
7,254,7.3,0.0,4.4,25,10.2,29,33.0,5.6,15.3,100,7.0,995.6,7,984.2,15,4,2,472.0,17.0
105,254,7.4,0.0,3.9,24,10.8,12,31.0,5.8,15.0,107,7.6,1000.7,7,994.9,0,10,3,552.0,156.0
151,254,8.6,0.0,5.1,34,12.0,53,32.0,6.9,16.4,72,4.8,1000.6,16,992.1,14,20,10,613.0,213.0
126,254,7.9,0.0,4.5,25,11.3,24,32.0,5.3,13.3,37,7.7,1001.9,7,993.1,10,7,3,581.0,182.0
1508,254,7.4,0.0,1.9,31,12.9,56,99.0,5.3,14.2,86,4.7,1003.2,7,998.7,5,17,13,609.4893162393163,493.0
1646,254,8.8,0.0,2.5,38,15.1,56,32.0,2.8,10.6,112,7.7,1005.6,19,1002.7,9,20,13,609.4893162393163,692.0
160,254,10.4,0.0,7.8,67,12.9,24,31.0,7.8,17.2,73,5.4,1004.5,16,1001.4,12,16,13,609.4893162393163,217.0
1633,254,8.2,0.0,3.5,25,12.9,56,30.0,2.2,11.4,105,7.6,1005.4,18,1002.4,15,10,13,609.4893162393163,676.0
73,254,1.0,0.0,-1.5,62,3.5,6,99.0,1.4,3.9,71,0.0,1004.3,16,998.5,17,18,13,609.4893162393163,56.0
295,254,0.1,0.2,-1.4,43,1.6,6,14.0,2.2,7.5,66,0.0,998.5,16,989.6,17,3,13,609.4893162393163,287.0
48,254,5.2,1.2,0.1,36,10.4,56,27.0,2.2,13.3,72,2.8,989.6,16,972.8,17,1,10,1104.0,38.0
521,254,7.6,0.0,3.8,64,11.4,67,30.0,7.8,22.8,131,4.8,980.5,6,968.9,1,8,9,623.0,386.0
445,254,8.2,0.0,5.2,48,11.1,60,32.0,2.8,13.3,142,1.6,986.2,7,977.7,11,5,9,843.0,354.0
1695,254,10.6,0.2,6.5,40,14.6,54,15.0,1.4,13.6,77,3.7,992.7,8,985.0,16,2,7,1107.0,839.0
1615,254,12.4,0.0,6.8,67,18.0,29,28.0,1.9,9.2,91,7.7,994.2,18,991.0,7,3,3,1187.0,645.0
1580,254,10.8,0.0,5.7,74,15.9,53,31.0,2.5,22.8,89,1.0,995.2,7,987.3,18,3,12,2628.0,588.0
1197,254,9.8,0.4,4.3,60,15.2,53,28.0,6.4,21.9,120,7.0,998.5,9,992.3,13,11,13,609.4893162393163,425.62113127001066
1297,254,11.2,0.0,6.9,62,15.6,18,28.0,2.5,10.8,96,6.4,997.0,14,995.0,13,11,13,609.4893162393163,425.62113127001066
1312,254,13.7,0.0,7.7,70,19.7,40,32.0,3.3,9.7,21,7.5,997.9,19,994.4,21,11,13,609.4893162393163,425.62113127001066
1298,254,15.6,0.0,11.9,83,19.4,21,28.0,4.4,17.2,53,7.8,994.6,16,986.4,17,11,13,609.4893162393163,425.62113127001066
1299,254,15.0,0.0,11.8,33,18.2,23,23.0,4.2,16.1,55,7.3,986.4,16,973.0,17,11,13,609.4893162393163,425.62113127001066
1300,254,7.0,31.4,1.6,61,12.4,36,29.0,5.6,13.1,13,0.0,973.0,16,967.6,22,11,13,609.4893162393163,425.62113127001066
1301,254,4.8,0.2,1.8,36,7.7,61,28.0,1.9,9.2,105,0.2,978.1,4,967.7,0,11,13,609.4893162393163,425.62113127001066
1302,254,4.0,0.0,0.8,25,7.3,53,28.0,1.9,9.2,63,3.1,984.0,7,977.5,10,11,13,609.4893162393163,425.62113127001066
1306,254,2.9,0.6,-1.3,83,7.1,66,22.0,1.1,6.1,41,4.8,987.4,18,983.5,9,11,13,609.4893162393163,425.62113127001066
1307,254,7.0,0.2,1.0,81,12.9,26,32.0,3.1,13.6,122,6.0,987.1,7,983.6,18,11,13,609.4893162393163,425.62113127001066
1308,254,7.0,0.0,3.0,28,11.0,23,32.0,4.7,14.4,46,6.1,991.9,7,985.7,7,11,13,609.4893162393163,425.62113127001066
1314,254,7.8,0.0,3.7,20,12.0,22,33.0,4.7,15.6,48,6.5,993.4,15,991.2,15,11,13,609.4893162393163,425.62113127001066
1186,254,4.3,11.4,1.0,68,7.6,54,13.0,1.4,7.5,48,0.4,991.2,16,985.1,15,11,13,609.4893162393163,425.62113127001066
1277,254,5.8,0.2,3.8,69,7.9,67,29.0,2.2,8.3,126,0.0,991.4,7,984.8,9,11,13,609.4893162393163,425.62113127001066
1276,254,7.1,0.0,3.0,74,11.2,34,28.0,2.5,12.5,13,6.1,995.7,18,991.3,9,11,13,609.4893162393163,425.62113127001066
1275,254,9.8,0.0,4.4,69,15.1,24,28.0,2.8,8.3,105,8.0,995.3,19,991.5,15,11,13,609.4893162393163,425.62113127001066
1274,254,9.5,0.0,6.2,27,12.8,9,32.0,6.1,18.6,63,7.5,996.8,4,990.7,9,11,13,609.4893162393163,425.62113127001066
1273,254,7.7,0.0,2.1,74,13.3,61,99.0,1.7,8.3,59,7.9,996.3,16,990.2,19,11,13,609.4893162393163,425.62113127001066
1272,254,10.2,0.0,5.3,40,15.1,26,34.0,5.6,14.7,21,6.5,994.1,4,988.8,5,11,13,609.4893162393163,425.62113127001066
1271,254,9.4,0.0,5.2,83,13.7,33,99.0,3.1,10.3,71,6.0,994.0,16,990.2,12,11,13,609.4893162393163,425.62113127001066
1270,254,15.0,0.0,12.3,25,17.6,59,32.0,6.4,16.4,113,7.7,997.2,4,992.4,9,11,13,609.4893162393163,425.62113127001066
1269,254,13.4,0.0,10.7,28,16.0,29,30.0,5.6,14.2,32,8.2,997.2,4,994.9,5,11,13,609.4893162393163,425.62113127001066
1268,254,16.942167990919412,0.0,11.183711691259942,25,22.69869466515323,56,29.843572241183164,3.9,12.327588168373143,71,7.860716348931254,989.7056250000014,16,984.4742045454552,18,11,13,609.4893162393163,425.62113127001066
1267,254,9.5,0.0,3.9,67,15.1,69,99.0,2.2,5.8,71,3.6,997.6,16,993.0,18,11,13,609.4893162393163,425.62113127001066
1266,254,6.4,7.4,2.6,27,10.2,69,33.0,1.7,15.3,42,0.0,993.2,16,985.0,13,11,13,609.4893162393163,425.62113127001066
1265,254,7.8,0.0,5.1,25,10.6,59,33.0,10.6,23.1,74,7.3,993.4,7,984.7,1,11,13,609.4893162393163,425.62113127001066
1264,254,8.0,0.0,4.6,25,11.4,24,33.0,6.7,18.3,59,6.6,1003.8,14,993.2,3,11,13,609.4893162393163,425.62113127001066
1263,254,8.4,0.0,3.7,62,13.0,54,29.0,3.1,9.4,94,6.2,1007.6,18,1003.8,10,11,13,609.4893162393163,425.62113127001066
1262,254,7.6,0.0,0.6,64,14.6,55,20.0,1.7,7.5,106,8.2,1006.8,16,1000.5,18,11,13,609.4893162393163,425.62113127001066
1261,254,7.8,0.0,0.3,69,15.2,66,17.0,0.8,5.0,28,8.1,1001.2,16,996.0,15,11,13,609.4893162393163,425.62113127001066
1260,254,6.6,0.0,0.1,69,13.2,40,14.0,1.1,5.3,21,8.3,996.7,16,986.2,17,11,13,609.4893162393163,425.62113127001066
400,254,5.4,0.0,0.6,49,10.1,56,34.0,4.7,14.4,73,0.2,986.2,16,977.2,12,17,13,609.4893162393163,335.0
342,254,5.7,0.0,2.4,74,9.0,59,34.0,8.3,21.1,116,8.0,985.0,4,977.6,10,10,11,54.0,308.0
372,254,7.2,0.2,3.0,27,11.5,66,31.0,3.6,12.5,85,4.4,985.9,11,981.1,17,0,0,664.0,319.0
1259,254,5.2,8.0,3.6,61,6.8,50,32.0,3.3,10.0,81,0.0,981.1,16,978.9,18,11,13,609.4893162393163,425.62113127001066
1258,254,4.2,4.4,3.0,38,5.5,24,30.0,3.3,9.2,124,0.0,979.2,6,976.5,15,11,8,631.0,425.62113127001066
1257,254,4.0,0.0,2.4,25,5.6,56,35.0,7.5,18.6,83,0.0,981.1,7,978.0,1,11,13,609.4893162393163,425.62113127001066
1256,254,4.6,0.0,1.8,40,7.4,59,32.0,7.8,19.2,121,8.5,988.1,7,980.8,10,11,13,609.4893162393163,425.62113127001066
1255,254,4.6,0.0,1.1,64,8.0,29,32.0,7.2,18.6,8,6.2,989.0,4,986.4,12,11,13,609.4893162393163,425.62113127001066
1254,254,3.2,0.0,-1.3,51,7.8,69,31.0,3.6,15.0,117,5.5,990.5,7,986.2,12,11,13,609.4893162393163,425.62113127001066
390,254,6.6,0.0,3.6,11,9.7,24,33.0,6.1,18.9,143,8.1,990.9,15,987.4,18,17,7,546.0,329.0
